Judul,Narasi,Indikator
"MU Tercecer di Papan Tengah, Ralf Rangnick Berdalih Seperti Ini","MU Tercecer di Papan Tengah, Ralf Rangnick Berdalih Seperti Ini",1
"Bos UFC Larang Jake Paul Duel di UFC karena Doping, Ini Fakta Sebenarnya","Bos UFC Larang Jake Paul Duel di UFC karena Doping, Ini Fakta Sebenarnya",1
Saul Canelo Alvarez Naik Kelas Ancam Kalahkan 2 Raja Kelas Berat,Saul Canelo Alvarez Naik Kelas Ancam Kalahkan 2 Raja Kelas Berat,1
Tuchel Akui Chelsea Sempat Diperdaya Liverpool,Tuchel Akui Chelsea Sempat Diperdaya Liverpool,1
"Romelu Lukaku Sudah Ikut Latihan, Tanda Telah Berdamai dengan Chelsea?","Romelu Lukaku Sudah Ikut Latihan, Tanda Telah Berdamai dengan Chelsea?",1
"Kamar Ganti MU Mulai Panas, Luke Shaw Murka: Pemain Berkualitas Saja Tak Cukup!","Kamar Ganti MU Mulai Panas, Luke Shaw Murka: Pemain Berkualitas Saja Tak Cukup!",1
Bangganya Luca Marini Mengaspal Bareng Rossi di MotoGP 2021,Bangganya Luca Marini Mengaspal Bareng Rossi di MotoGP 2021,1
Potret Shin Tae-yong saat Bobol Gawang Persib Bandung,Potret Shin Tae-yong saat Bobol Gawang Persib Bandung,1
Gairah Baru Dani Alves Bersama Barcelona Usai Sembuh dari Covid-19,Gairah Baru Dani Alves Bersama Barcelona Usai Sembuh dari Covid-19,1
Shin Tae-yong Dapat Tugas Khusus dari Jokowi Tangani Timnas U-20,Shin Tae-yong Dapat Tugas Khusus dari Jokowi Tangani Timnas U-20,1
"Setelah 3 Dekade, Ferrari Berpisah dengan Sponsor Legendaris","Setelah 3 Dekade, Ferrari Berpisah dengan Sponsor Legendaris",1
"2 Murid Rossi Tunggangi Ducati di MotoGP 2022, Bagnaia: Kini Kita Bisa Saling Cerita!","2 Murid Rossi Tunggangi Ducati di MotoGP 2022, Bagnaia: Kini Kita Bisa Saling Cerita!",1
Pemain Keturunan Indonesia Berdarah Jogja: Jim Croque Terhormat Bela Timnas Indonesia,Pemain Keturunan Indonesia Berdarah Jogja: Jim Croque Terhormat Bela Timnas Indonesia,1
"Persebaya Dirugikan, Aji Santoso Murka: PSSI Ingkar Janji Soal Pemain Timnas","Persebaya Dirugikan, Aji Santoso Murka: PSSI Ingkar Janji Soal Pemain Timnas",1
"MU Ditekuk Wolves, Ralf Rangnick Ungkap Alasan Tarik Mason Greenwood","MU Ditekuk Wolves, Ralf Rangnick Ungkap Alasan Tarik Mason Greenwood",1
"Jelang Lanjutan Liga 1, Irfan Jauhari Resmi Gabung Persija Jakarta","Jelang Lanjutan Liga 1, Irfan Jauhari Resmi Gabung Persija Jakarta",1
Jabatan Wamendagri Dinilai Politis untuk Kepentingan Pemilu 2024,"Direktur Eksekutif Indonesia Political Review, Ujang Komarudin di Kompleks Parlemen, Senayan, Jakarta, Selasa (1/8/2017).(KOMPAS.com/Nabilla Tashandra)",1
Menlu Retno: RI Perkuat Perundingan Perbatasan Laut dan Darat di 2022,Menteri Luar Negeri Retno Marsudi(Biro Pers Sekretariat Presiden/Muchlis Jr),1
"Kasus Wali Kota Bekasi: Sekali Lagi, Korupsi dan Jual Beli Jabatan!",Ilustrasi korupsi(KOMPAS/DIDIE SW),1
"Luncurkan Aplikasi Monitoring Karantina, Polri Awasi Ketat Pelaku Perjalanan Luar Negeri","Kepala Kepolisian Negara Republik Indonesia (Kapolri) Jenderal Listyo Sigit Prabowo  saat peluncuran Aplikasi Monitoring Karantina Presisi di Bandara Soekarno Hatta (Soetta), Tangerang, Banten, Kamis (6/1/2022). Foto: Divisi Humas Polri(KOMPAS.com/RAHEL NARDA)",1
Satgas: DKI dan Kepri Alami Kenaikan Kasus Covid-19 Selama 4 Pekan Berturut-turut,"Juru Bicara Satuan Tugas (Satgas) Penanganan Covid-19 Wiku Adisasmito saat menjawab pertanyaan media dalam agenda keterangan pers virtual yang disiarkan kanal YouTube Sekretariat Presiden, Selasa (22/12/2021).
(DOK. Humas BNPB )",1
Kemkominfo Telusuri Dugaan Kebocoran Data Pasien Milik Kemenkes,Ilustrasi data(SHUTTERSTOCK),1
"Baru Direvitalisasi, Trotoar di Jalan Margonda Sudah Disalahgunakan sebagai Lahan Parkir","Sejumlah mobil parkir di atas trotoar Jalan Raya Margonda Kota Depok yang baru selesai direvitalisasi, Kamis (6/1/2022). (Dwi Putra Kesuma)",1
Kemenkumham Deklarasikan Janji Kinerja 2022,"Jajaran Kementerian Hukum dan HAM (Kemenkumham) melakukan deklarasi Janji Kinerja 2022 di Gedung Sekretariat Jenderal Kemenkumham Jakarta, Kamis (6/1/2022).(KOMPAS.com/NICHOLAS RYAN ADITYA)",1
Pimpinan Komisi II: Masuk Akal Presiden Siapkan Wamendagri,"Saan Mustopa di DPR, Senayan, Jakarta, Senin (16/12/2019).(KOMPAS.com/TSARINA MAHARANI )",1
Korban Salah Sasaran Tawuran di Cengkareng Masih Bisa Berkomunikasi Sebelum Tewas,Ilustrasi bentrokan.(SHUTTERSTOCK),1
"Prihatin Wali Kota Bekasi Ditangkap KPK, Golkar Siap Beri Bantuan Hukum","Wali Kota Bekasi, Rahmat Effendi ditetapkan sebagai tersangka oleh Komisi Pemberantasan Korupsi di Gedung KPK, Jakarta, Kamis (6/1/2022). Rahmat Effendi terjaring operasi tangkap tangan KPK terkait dugaan korupsi pengadaan barang dan jasa, serta lelang jabatan di lingkungan Pemkot Bekasi.(KOMPAS.com/KRISTIANTO PURNOMO)",1
Kejagung Tetapkan 5 Tersangka Kasus Korupsi di LPEI,"Gedung Kejaksaan Agung RI, Jalan Hasanudin, Jakarta Selatan.(DIAN MAHARANI)",1
KPK Sebut Rahmat Effendi Terima Rp 30 Juta Terkait Pengurusan Proyek dan Tenaga Kerja Kontrak,"Wali Kota Bekasi, Rahmat Effendi (tengah) ditetapkan sebagai tersangka oleh Komisi Pemberantasan Korupsi di Gedung KPK, Jakarta, Kamis (6/1/2022). Rahmat Effendi terjaring operasi tangkap tangan KPK terkait dugaan korupsi pengadaan barang dan jasa, serta lelang jabatan di lingkungan Pemkot Bekasi.(KOMPAS.com/KRISTIANTO PURNOMO)",1
"Ditahan KPK, Wali Kota Bekasi Rahmat Effendi Bungkam",Wali Kota Bekasi Rahmat Effendi keluar dari Gedung Merah Putih KPK menuju Rutan untuk ditahan usai ditetapkan sebagai tersangka pada Kamis (6/1/2022).(KOMPAS.com / IRFAN KAMIL),1
"Belum Sebut Nama Cagub DKI, Ini Alasan PDI-P","Sekretaris Jenderal PDI Perjuangan Hasto Kristiyanto memberi keterangan kepada pers di Lapangan Banteng, Jakarta Pusat, Rabu (22/12/2021).(KOMPAS.com/Ardito Ramadhan D)",1
"Kasusnya Naik ke Penyidikan, Ferdinand Hutahaean Segera Diperiksa Bareskrim Polri",Bareskrim Polri(KOMPAS.com/FABIAN JANUARIUS KUWADO),1
"Ini Lahan Ganti Rugi yang Diintervensi Rahmat Effendi dalam APBD-P Senilai Rp 286,5 Miliar","Wali Kota Bekasi, Rahmat Effendi ditetapkan sebagai tersangka oleh Komisi Pemberantasan Korupsi di Gedung KPK, Jakarta, Kamis (6/1/2022). Rahmat Effendi terjaring operasi tangkap tangan KPK terkait dugaan korupsi pengadaan barang dan jasa, serta lelang jabatan di lingkungan Pemkot Bekasi.(KOMPAS.com/KRISTIANTO PURNOMO)",1
Musda KNPI Depok Sempat Ricuh Saat Army Mulyanto Ditetapkan Sebagai Ketua Baru,Ricuh saat rapat pemilihan ketua DPD KNPI Kota Depok(M Chaerul Halim),1
Pengertian Upaya Hukum Banding dan Ketentuan Pengajuannya,Ilustrasi pengadilan dan persidangan(TOTO SIHONO),1
"Ditangkap KPK, Wali Kota Bekasi Rahmat Effendi Tiba di Gedung Merah Putih","Wali Kota Bekasi Rahmat Effendi tiba di Gedung Merah Putih KPK, Jakarta, pukul 22.51 WIB.(KOMPAS.com / IRFAN KAMIL)",1
"Revisi UMP DKI Jadi 5,1 Persen, Anies Akan Bayar Upah PJLP dengan Anggaran Belanja Tidak Terduga","Gubernur DKI Jakarta Anies Baswedan berorasi saat menemui buruh yang berunjuk rasa menolak besaran kenaikan Upah Minimum Provinsi (UMP) di depan Balai Kota DKI Jakarta, Senin (29/22/2021). Anies Baswedan pada kesempatan tersebut mengatakan formula penetapan UMP yang tertuang dalam Peraturan Pemerintah (PP) Nomor 36 Tahun 2021 tentang Pengupahan tidak cocok diterapkan di Jakarta.(ANTARA FOTO/INDRIANTO EKO SUWARS)",1
"Bakal Gelar Vaksinasi Booster 12 Januari, Tangsel Masih Tunggu Aturan Pusat","Wali Kota Tangerang Selatan Benyamin Davnie (kanan), bersama Wakil Wali Kota Tangerang Selatan Pilar Saga Ichsan (kiri) saat ditemui di Gedung DPRD Tangerang Selatan, Senin (21/6/2021).(KOMPAS.com/ Tria Sutrisna)",1
"Soal OTT di Bekasi, Ketua KPK Minta Masyarakat Bersabar","Ketua Komisi Pemberantasan Korupsi (KPK) Firli Bahuri dalam Seminar Nasional bertema ‘Transformasi Perizinan Berbasis Risiko pada Sektor Tambang’, Rabu, (1/12/2021). (Dokumentasi Biro Humas KPK)",1
KPK Amankan Sejumlah Uang Saat OTT Wali Kota Bekasi Rahmat Effendi,"Walikota Bekasi Rahmat Effendi saat ditemui di kawasan Stadion Patriot Candrabhaga, Senin (28/11/2021)(KOMPAS.com/DJATI WALUYO)",1
"Perihal Sumur Resapan Yang Terbengkalai, Ini Jawaban Pemkot Jakarta Pusat","Kondisi jalan yang tengah ada proyek sumur resapan yang terbengkalai di Komplek Pendidikan Salemba Jakarta Pusat, Selasa (4/1/2022).(kompas.com/REZA AGUSTIAN)",1
"Polres Tangsel Gelar Vaksinasi Merdeka untuk Anak, Target 100 Persen Diharapkan Tercapai dalam 2 Pekan","Vaksinasi anak usia 6-11 tahun di Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta, berlangsung sejak Sabtu (18/12/21).(DOKUMENTASI KOMINFO KP)",1
"2 Pekerja di Bandara Soekarno-Hatta Terpapar Covid-19, 171 Pegawai Maskapai Dites",Ilustrasi tes PCR dan CT value(Shutterstock),1
"Dilaporkan ke Polisi Terkait Kicauan Bernada SARA, Ini Kata Ferdinand Hutahaean","Ferdinand Hutahaean saat menjabat tim sukes Prabowo Subianto-Sandiaga Uno di Hotel Sultan, Jakarta, Minggu (17/2/2019).(KOMPAS.com/ABBA GABRILLIN)",1
"Tak Punya Sarana untuk Deteksi Varian Omicron, Wali Kota Tangerang: Semua Kan Begitu",Ilustrasi varian Omicron. Studi menemukan masa inkubasi varian Omicron hanya 3 hari.(SHUTTERSTOCK/Naeblys),1
"Ponsel Bocah 16 Tahun Dijambret di Pasar Rebo, Korban Luka di Bagian Tangan","Ponsel milik bocah perempuan berinisial MOR (16) dijambret di Jalan Trikora II, Gedong, Pasar Rebo, Jakarta Timur, Minggu (2/1/2022) siang.(Dok. Polres Jakarta Timur)",1
Anggota DPRD dan Kadishub Depok Ditetapkan Tersangka Kasus Mafia Tanah,Surat penetapan empat tersangka mafia tanah di Depok(M Chaerul Halim),1
"Kasus Korupsi Asabri, Lukman Purnomosidi Divonis 10 tahun penjara","Dua terdakwa kasus korupsi PT Asabri Persero, Jimmy Sutopo dan Lukman Purnomosidi dalam sidang pembacaan putusan di Pengadilan Tindak Pidana Korupsi (Tipikor) Jakarta, Rabu (5/1/2022). (KOMPAS.com / Tatang Guritno )",1
"Gelar PTM 100 Persen, Wali Kota Tangerang: Kekhawatiran Pasti Ada","Wali Kota Tangerang Arief R Wismansyah saat ditemui di SDN Pasar Baru 1, Kota Tangerang, Senin (25/11/2021).(KOMPAS.com/MUHAMMAD NAUFAL)",1
"Kasus Asabri, Direktur PT Jakarta Emiten Investor Relation Divonis 13 Tahun Penjara","Dua terdakwa kasus korupsi PT Asabri Persero, Jimmy Sutopo dan Lukman Purnomosidi dalam sidang pembacaan putusan di Pengadilan Tindak Pidana Korupsi (Tipikor) Jakarta, Rabu (5/1/2022). (KOMPAS.com / Tatang Guritno )",1
Satgas Soroti Naiknya Kasus Covid-19 di DKI dan Kepri 4 Pekan Beruntun,Juru Bicara (Jubir) Satuan Tugas (Satgas) Penanganan Covid-19 Wiku Adisasmito.(DOK. Humas BNPB ),1
Polda Metro Jaya: Pelanggan Artis CA Bukan dari Kalangan Pejabat,Ilustrasi prostitusi online(SHUTTERSTOCK),1
Wagub DKI Sebut Daerah Penyangga Jadi Penyebab PPKM di Jakarta Naik ke Level 2,"Wakil Gubernur DKI Jakarta Ahmad Riza Patria saat ditemui di Balai Kota DKI Jakarta, Senin (3/1/2022).(KOMPAS.com/SINGGIH WIRYONO)",1
Polisi Periksa Bambang Pamungkas Pekan Depan Terkait Kasus Penelantaran Anak,"Mantan pemain sepak bola klub dari Persija Jakarta, Bambang Pamungkas terlihat mendatangi Polda Metro Jaya, Rabu (27/4/2021). Kemunculan pria yang akrab disapa BP itu bersamaan dengan pemeriksaan Presiden Persija Jakarta, Mohamad Prapanca terkait kerumunan Jakmania di Bundaran Hotel Indonesia (HI), Senin (26/4/2021) dini hari. (KOMPAS.com/Muhamad Isa Bustomi)",1
Provokator Tawuran di Tambora Sembunyikan Sajam di Lokasi Penyerangan 2 Hari Sebelumnya,Ilustrasi bentrokan.(SHUTTERSTOCK),1
Satgas Madago Raya Amankan Bom Milik Kelompok Teroris MIT di Poso,"Foto//Wakasatgas Humas Madago Raya,AKBP.Bronto Budiono(MANSUR K103-15)",1
"Provokator Tawuran di Tambora Diringkus Polisi, Kerap Ajak Pemuda Serang Kelompok Lain",Ilustrasi bentrokan.(SHUTTERSTOCK),1
"Kebakaran di Pasar Baru, Api Melahap Bangunan Rumah 3 Lantai",Ilustrasi kebakaran.(PIXABAY/12019),1
"Vonis Eks Dirut Asabri Adam Damiri Lebih Berat dari Tuntutan, Ini Pertimbangan Hakim","Terdakwa kasus dugaan korupsi pengelolaan dana ASABRI Letnan Jenderal TNI (Purn) Sonny Widjaja (kiri) dan Mayor Jenderal TNI (Purn) Adam Damiri (kanan) bersiap mengikuti sidang dengan agenda pembacaan vonis di Pengadilan Tipikor, Jakarta, Selasa (4/1/2022). ANTARA FOTO/Muhammad Adimaja/tom.
(ANTARA FOTO/MUHAMMAD ADIMAJA)",1
Komisi II: Penjabat Kepala Daerah Harus Paham Pemerintahan,Ketua Komisi II Dewan Perwakilan Rakyat (DPR) Republik Indonesia (RI) sekaligus Ketua Panitia Kerja (Panja) Mafia Tanah Komisi II DPR RI Junimart Girsang(DOK. Humas Dewan Perwakilan Rakyat),1
Warga Menteng Atas Laporkan Mal Kota Kasablanka ke Pemkot Jaksel Terkait Polusi Asap dari Genset,tinggal di lingkungan berpolusi dapat menjadi penyebab daya ingat menurun.(FREEPIK),1
"Jokowi Ingin RUU TPKS Segera Disahkan, Ini Kata Ketua Panja","Wakil Ketua Badan Legislasi DPR Willy Aditya (kiri) bersama M Nurdin (kanan) mendengarkan pandangan anggota Badan Legislasi saat Rapat Panja di komplek Parlemen, Jakarta, Selasa (16/11/2021). Rapat Panja tersebut membahas penyusunan RUU tentang penghapusan kekerasan seksual. ANTARA FOTO/Muhammad Adimaja/rwa.(ANTARAFOTO/MUHAMMAD ADIMAJA)",1
Eks Dirut Asabri Sonny Widjaja Divonis 20 Tahun Penjara,"Terdakwa kasus dugaan korupsi pengelolaan dana ASABRI Letnan Jenderal TNI (Purn) Sonny Widjaja (kiri) dan Mayor Jenderal TNI (Purn) Adam Damiri (kanan) bersiap mengikuti sidang dengan agenda pembacaan vonis di Pengadilan Tipikor, Jakarta, Selasa (4/1/2022). ANTARA FOTO/Muhammad Adimaja/tom.
(ANTARA FOTO/MUHAMMAD ADIMAJA)",1
"Pelanggan Prostitusi Online Artis CA Tak Bisa Dijerat Pidana, Polisi: Urusannya Bersifat Personal",Pekerja seks di Thailand tidak dapat bantuan dari pemerintah selama pandemi karena kerja mereka tidak diakui.(ABC NEWS/MARK DOBBIN via ABC INDONESIA),1
Eks Direktur Investasi PT Asabri Hari Setianto Divonis 15 Tahun Penjara,"Empat terdakwa kasus dugaan korupsi PT Asabri Persero dalam persidangan pembacaan vonis di Pengadilan Tindak Pidana Korupsi (Tipikor) Jakarta, Selasa (4/1/2022). (KOMPAS.com/ Tatang Guritno)",1
"Petugas Bandara Soekarno Hatta Positif Covid-19, Penghuni Sebuah Mes dan Warga Sekitar Dites Kesehatan",Ilustrasi Covid-19 di Jepang.(GETTY IMAGES via BBC INDONESIA),1
Eks Direktur Investasi dan Keuangan Asabri Divonis 15 Tahun Penjara,"Empat terdakwa kasus dugaan korupsi PT Asabri Persero dalam persidangan pembacaan vonis di Pengadilan Tindak Pidana Korupsi (Tipikor) Jakarta, Selasa (4/1/2022). (KOMPAS.com/ Tatang Guritno)",1
Cerita Anggota Siskommas Coba Tangkap Pencopet di Pulogadung hingga Nyaris Dapat Bogem Mentah,Ilustrasi copet(Thinkstockphotos.com),1
"Pekerja Bandara Positif Covid-19, Warga yang Tinggal di Sekitar Mes Karyawan di Kalideres Diperiksa",Ilustrasi penelitian terkait Covid-19.(GETTY IMAGES via BBC INDONESIA),1
"Kunker ke Kazakhstan bareng Bappenas, DPR Dinilai Tak Jadi Teladan Publik","Peneliti Forum Masyarakat Peduli Parlemen (Formappi) Lucius Karus saat ditemui di kantor Formappi, Matraman, Jakarta Pusat, Selasa (22/5/2018). (KOMPAS.com/KRISTIAN ERDIANTO)",1
,,1
"Partai Ummat Gugat Presidential Threshold 20 Persen ke MK, Nilai Bisa Jegal Capres Potensial","Ketua Umum Partai Ummat Ridho Rahmadi saat konferensi pers di Kantor DPP Partai Ummat, Tebet, Jakarta Selatan, Senin (3/1/2022).(KOMPAS.com/NICHOLAS RYAN ADITYA)",1
"Saksi Sebut ""Fee"" DAK Lampung Tengah untuk Azis Syamsuddin Didapat dari Calon Peserta Proyek","Terdakwa kasus suap kepada mantan penyidik KPK AKP Stepanus Robin Pattuju, Azis Syamsuddin bersiap mengikuti sidang lanjutan di Pengadilan Tipikor, Jakarta, Senin (3/1/2022). Dalam sidang tersebut Jaksa KPK melakukan konfrontasi keterangan saksi Aliza Gunado dengan tiga saksi dari Lampung Tengah. ANTARA FOTO/Muhammad Adimaja/aww.
(ANTARA FOTO/MUHAMMAD ADIMAJA)",1
Majelis Hakim Minta JPU Bersikap soal Keterangan Aliza Gunado yang Beda dengan 3 Saksi Lain,"Kader Partai Golkar Aliza Gunado dihadirkan sebagai saksi dalam kasus dugaan suap pengurusan perkara di KPK dengan terdakwa mantan Wakil Ketua DPR Azis Syamsuddin. Sidang berlangsung di Pengadilan Tindak Pidana Korupsi (Tipikor) Jakarta, Senin (3/1/2022). (KOMPAS.com / Tatang Guritno)",1
"BRIN Diminta Rangkul Kembali Peneliti Eijkman, Cak Imin: Untuk Peradaban Maju",Wakil Ketua Dewan Perwakilan Rakyat (DPR) Republik Indonesia (RI) Abdul Muhaimin Iskandar.(DOK. Humas DPR RI),1
"Situs Resmi Diretas, Ditjen Imigrasi Pastikan Data Tetap Aman","Ilustrasi hacker, dark web.(SCMP)",1
Partai Ummat Wacanakan Komunikasi dengan Partai Lain untuk Hapus Presidential Treshold 20 Persen,"Ketua Umum Partai Ummat Ridho Rahmadi saat konferensi pers di Kantor DPP Partai Ummat, Jakarta Selatan, Jumat (22/10/2021).(KOMPAS.com/NICHOLAS RYAN ADITYA)",1
"Usulan Polri di Bawah Kementerian, Anggota DPR: Itu Sangat Tidak Tepat",Logo Polri(museum.polri.go.id),1
"Lakukan Pelanggaran, 10 Anggota Satresnarkoba Polres Bandara Soekarno Hatta Dimutasi",Ilustrasi polisi.(SHUTTERSTOCK),1
Polisi Selidiki Penyebab Kebakaran yang Hanguskan 30 Kamar Kos di Tebet,Ilustrasi kebakaran(KOMPAS.com / Syahrul Munir),1
Satgas Udara Benarkan Dua Pekerja Bandara Soetta Positif Covid-19: Belum Tahu Omricon Atau Tidak,"Ilustrasi pasien anak terpapar varian Omicron. Anak-anak berisiko terpapar varian Omicron, risiko rawat inap Covid-19 pada anak yang terinfeksi virus Omicron meningkat di Amerika Serikat.(SHUTTERSTOCK/sumroeng chinnapan)",1
Zulkfili Hasan Kenalkan Charly Van Houten sebagai Kader PAN,Ketua Umum Partai Amanat Nasional berpose dengan musisi Charly Van Houten(Dokumentasi/PAN),1
"Bakal Ajukan Gugatan Soal Presidential Threshold ke MK, Partai Ummat Gaungkan Salam 0 Persen","Ketua Majelis Syuro Partai Ummat Amien Rais mendeklarasikan berdirinya Partai Ummat, Kamis (29/4/2021).(YouTube.com/Amien Rais Official)",1
"Jakarta Buka Belajar Tatap Muka Saat Omicron Merebak, Ini Kata Wagub DKI","Wakil Gubernur DKI Jakarta Ahmad Riza Patria saat ditemui di Balai Kota DKI Jakarta, Selasa (14/12/2021).(KOMPAS.com/SINGGIH WIRYONO)",1
"Gangguan Jiwa, Pria yang Masturbasi di Jok Motor Perempuan Jalani Rehabilitasi","Seorang pria nekat onani dan mengeluarkan sperma di jok motor milik Bunga yang terparkir di depan rumahnya di kawasan Petukangan Utara, Pesanggrahan, Jakarta Selatan pada Sabtu (16/10/2021) malam.(Dok. Warga)",1
"Sebelum Ditemukan Tewas, Tahanan Kasus Pencabulan Kabur dan Dikejar ke Arah Kali Bekasi",Kapolres Metro Bekasi Kota Aloysius Suprijadi mengatakan jasad pria di Kali Bekasi diduga tahanannya yang kabur Jumat lalu. (Dok. Polres Metro Bekasi Kota),1
"Aksi Jan Ethes Tebak Nama Pemimpin Dunia, Hapal Bung Karno sampai Xi Jinping","Jan Ethes dan Presiden Joko Widodo tengah duduk bersama di sela-sela aktivitas di kawasan Istana Bogor, Jawa Barat, Minggu (2/1/2022).(Tangkapan layar YouTube Sekretariat Presiden)",1
77.000 Orang Kunjungi TMII Selama Libur Natal dan Tahun Baru,"Wisatawan bersantai di salah satu anjungan Taman Mini Indonesia Indah (TMII), Jakarta Timur, Sabtu (1/1/2021).(ANTARA/Andi Firdaus)",1
"Jakarta Terapkan PTM 100 Persen di Tengah Omicron, Anggota DPR Minta Tes Covid-19 Acak",Ilustrasi sekolah tatap muka.(KOMPAS.COM/GARRY LOTULUNG),1
Aturan Baru: Wajib Karantina 14 Hari Bagi WNI dari Negara yang Terinfeksi Omicron,"Para pekerja migran Indonesia (PMI) yang tiba di Bandara Soekarno-Hatta, Kota Tangerang, Minggu (9/5/2021).
(KOMPAS.com/MUHAMMAD NAUFAL)",1
UPDATE 2 Januari 2022: Kasus Kematian akibat Covid-19 Bertambah 1,Ilustrasi virus corona.(Shutterstock),1
Wagub DKI Sebut Tiga Penyebab Serapan Anggaran Pemprov Jakarta Tak Capai Target,"Wakil Gubernur DKI Jakarta Ahmad Riza Patria saat ditemui di Balai Kota DKI Jakarta, Jumat (31/12/2021).(KOMPAS.com/SINGGIH WIRYONO)",1
"UPDATE 2 Januari: Cakupan Vaksinasi Covid-19 Dosis Kedua 54,79 Persen, Dosis Pertama 54,79 Persen","Seorang anak memperlihatkan kartu vaksinasi saat peluncuran vaksinasi COVID-19 untuk anak usia 6-11 tahun di Madrasah Ibtidaiyah Negeri 2 Kediri, Jawa Timur, Senin (20/12/2021). Vaksinasi COVID-19 bagi anak usia 6-11 tahun mulai dilaksanakan di Kabupaten Kediri dengan target 143 ribu anak dalam jangka waktu tiga bulan. ANTARA FOTO/Prasetia Fauzani/hp.(ANTARA FOTO/Prasetia Fauzani)",1
"Pergantian Tahun Sepi, Belasan Ribu Orang Justru Ramaikan TMII Hari Ini",Taman Mini Indonesia Indah (TMII) akan diambil alih oleh negara melalui Kementerian Sekretariat Negara (Kemensetneg). Foto diambil pada Kamis (8/4/2021).(KOMPAS.com/NIRMALA MAULANA ACHMAD),1
"Berisiko, Jakarta Buka Sekolah Tatap Muka 100 Persen Saat Omicron Merebak",Ilustrasi sekolah tatap muka.(KOMPAS.COM/GARRY LOTULUNG),1
Danrem 061 Surya Kencana Ingatkan Bahar bin Smith Jangan Hina Jenderal Dudung dan TNI,Komandan Korem (Danrem) 061 Surya Kencana Brigjen TNI Achmad Fauzi berdebat dengan Bahar bin Smith.(Tangkapan layar YouTube Kompas TV),1
"UPDATE 2 Januari: 174 Kasus Baru Covid-19 di 18 Provinsi, Tertinggi DKI Jakarta",Ilustrasi virus corona yang merebak di Indonesia.(Shutterstock),1
"Buntut Tahanan Kasus Pencabulan Kabur dari Mapolres Bekasi, 3 Polisi Diperiksa Polda",Kapolres Metro Bekasi Kota Aloysius Suprijadi mengatakan jasad pria di Kali Bekasi diduga tahanannya yang kabur Jumat lalu. (Dok. Polres Metro Bekasi Kota),1
"Ada Omicron, IDAI Rekomendasi Hanya Anak yang Sudah Vaksin Lengkap Ikut Sekolah Tatap Muka",Salah satu siswa SD di Surabaya mengikuti vaksinasi anak usia 6-11 tahun.(KOMPAS.COM/GHINAN SALMAN),1
"Modus Tahanan Kabur di Bekasi, Pura-Pura Cuci Tangan Lalu Jebol Plafon Toilet",Ilustrasi lembaga pemasyarakatan (lapas) atau rumah tahanan (rutan).(SHUTTERSTOCK/BORTN66),1
"UPDATE 1 Januari: 165 Pasien Covid-19 Berhasil Sembuh, Totalnya Kini 4.114.499",Ilustrasi Covid-19(Dok. Shutterstock),1
"UPDATE 1 Januari: Bertambah 274, Kasus Covid-19 di Indonesia Capai 4.262.994",Ilustrasi Covid-19(KOMPAS.COM/HANDOUT),1
"Anies: Saya Tidak Minta Anda Sukai Saya, tetapi Saya Minta Anda Bangun Jakarta","Gubernur DKI Jakarta Anies Baswedan (tengah) menghadiri perayaan Natal 'Christmas in Jakarta' di Taman Fatahillah, Kota Tua, Jakarta, Senin (20/12/2021). Pemerintah Provinsi DKI Jakarta menggelar acara 'Christmas in Jakarta' dengan tema Harmony with History dalam rangka menyambut perayaan Natal 2021 dengan pertunjukan video mapping bernuansa Natal yang menyorot ke Gedung Museum Sejarah Jakarta.(ANTARA FOTO/INDRIANTO EKO SUWARS)",1
"Jumlah Pengunjung TMII Naik Saat Libur Tahun Baru, Lebih Banyak Dibanding Natal 2021","Kerata Gantung di Taman Mini Indonesia Indah (TMII), Jakarta DOK. Shutterstock/lucky vectorstudio(Shutterstock/lucky vectorstudio)",1
"Ditinggal Liburan Tahun Baru, Rumah Wartawan di Duren Sawit Dibobol Maling",Kondisi kamar milik Ghulam yang berantakan setelah dibobol maling pada Sabtu (1/12/2022) sore.(Dok. Pribadi),1
"Malam Tahun Baru, Kawasan Wisata Ancol hingga Danau Sunter Minim Kerumunan","Ilustrasi Dunia Fantasi, Ancol(DOK KEMENTERIAN PARIWISATA DAN EKONOMI KREATIF)",1
"Anies: Banyak Keluarga Mendapat Kesempatan Berkumpul di 2021, Saya Enggak Dapat Itu...","Gubernur DKI Jakarta Anies Baswedan memantau salah satu lokasi Crowd Free Night (CFN) di Jalan Jenderal Sudirman Thamrin, Jakarta Pusat, beberapa menit sebelum tahun baru 2022.(Kompas.com/MITA AMALIA HAPSARI)",1
"Sempat Saling Lapor Kasus Penganiayaan, Sopir Taksi Online dan Penumpangnya Sepakat Damai","GJ, sopir taksi online yang diduga menganiaya penumpang di Tambora, Jakarta Barat, ditetapkan jadi tersangka dengan Pasal 351 KUHP tentang penganiayaan. (Kompas.com/MITA AMALIA HAPSARI)",1
"UPDATE 1 Januari: Cakupan Vaksinasi Covid-19 Dosis Kedua 54,76 Persen",Ilustrasi vaksinasi Covid-19.(GETTY IMAGES via BBC INDONESIA),1
"UPDATE 1 Januari: Sebaran 274  Kasus Baru Covid-19, Tertinggi DKI Jakarta 118 Kasus",Ilustrasi Covid-19(Dok. Shutterstock),1
